3350		0	0	7.7e-08		174147	0.223703		176887	0.841916		177140	0.909009		184997	0.0225522		
3400		0	0	7.6e-08		176334	0.224417		178319	0.867815		178227	1.02135		186704	0.0226158		
3450		0	0	8.6e-08		179731	0.236428		182214	0.893734		182525	0.971637		190760	0.0228542		
3500		0	0	1.01e-07		183017	0.23184		185895	0.919877		185499	0.991883		193624	0.0221411		
3550		0	0	9.2e-08		184732	0.250947		187539	0.945592		187747	1.02143		196329	0.0260515		
3600		0	0	8.7e-08		188696	0.224768		191156	0.972769		190664	1.04896		199643	0.0257277		
3650		0	0	7.2e-08		190341	0.250409		192751	1.00098		192647	1.17572		201752	0.0251765		
3700		0	0	8.1e-08		193454	0.256582		196589	1.02862		195753	1.11399		205353	0.0303912		
3750		0	0	7e-08		195840	0.247881		198660	1.08533		198200	1.16455		207412	0.0313578		
3800		0	0	7.6e-08		198287	0.275286		200251	1.08458		200336	1.27959		209909	0.0303976		
3850		0	0	8.1e-08		201203	0.260755		203561	1.12202		203700	1.20729		213167	0.0268353		
3900		0	0	8e-08		202447	0.28932		204768	1.14646		204769	1.34656		214457	0.0293768		
3950		0	0	8.6e-08		205386	0.320299		208528	1.17239		209081	1.26498		217708	0.030249		
4000		0	0	8e-08		208228	0.262757		210105	1.20172		210056	1.41343		220118	0.0312423		
4050		0	0	9.6e-08		210965	0.298824		214285	1.23121		213685	1.32764		223631	0.0326299		
4100		0	0	8.9e-08		212749	0.309344		215270	1.26185		215234	1.48464		225444	0.0317552		
4150		0	0	8.7e-08		216069	0.317014		219438	1.29247		218775	1.39518		229268	0.0390311		
4200		0	0	7.8e-08		220046	0.302779		222820	1.3237		222227	1.42927		232821	0.0326405		
4250		0	0	8.4e-08		221650	0.328056		224349	1.3566		225014	1.46378		234732	0.0368242		
4300		0	0	7.7e-08		223890	0.336069		227181	1.38897		227143	1.63344		237846	0.0385357		
4350		0	0	1.13e-07		226141	0.382926		229883	1.42019		229875	1.53428		240795	0.0341221		
4400		0	0	9.4e-08		229867	0.313172		232471	1.45606		232411	1.71059		243360	0.0348708		
4450		0	0	8.6e-08		231689	0.379618		234863	1.48696		235450	1.60476		245747	0.0376494		
4500		0	0	7.9e-08		233498	0.415347		237802	1.52481		237763	1.79244		249094	0.036988		
4550		0	0	8.8e-08		238085	0.324771		239978	1.55459		240713	1.67663		250861	0.0369468		
4600		0	0	9.1e-08		238071	0.42547		241621	1.58756		242766	1.71614		253056	0.0408078		
4650		0	0	8.9e-08		242272	0.400478		245515	1.62463		245663	1.75365		257476	0.0387015		
4700		0	0	8.7e-08		244644	0.423509		247519	1.65897		247578	1.95075		260221	0.0396045		
4750		0	0	9e-08		247253	0.40579		250374	1.69462		251142	1.83017		262055	0.041762		
4800		0	0	9e-08		249666	0.42293		253443	1.72968		253427	2.03462		265226	0.0444111		
4850		0	0	1.06e-07		252454	0.424333		256040	1.76703		255959	1.90681		267980	0.0474664		
4900		0	0	8.5e-08		255677	0.400491		259068	1.80283		258985	2.1203		271141	0.0445465		
4950		0	0	8.8e-08		257639	0.425736		260802	1.84171		261683	1.98663		273291	0.046553		
5000		0	0	8e-08		260571	0.385351		262679	1.87824		263860	2.02794		274726	0.0456849		
