order_n23.txt 2592		357939	0.0831484	378433	0.637496	1	2480		386055	0.52002	367786	1.40405	1	2192		383305	0.552314	365967	1.52661	1	2298		356720	0.0137982	377930	0.433449	0	2446		407513	0.00179357	368645	1.40081	0	2357		378854	1.66572	377717	1.33462	1	2200		386055	0.519586	366708	1.3933	1	2174		
order_n24.txt 2904		416872	0.0824162	436199	0.709189	1	2760		423713	0.654088	423802	2.13072	1	2481		434785	0.701476	428689	1.81184	1	2434		415531	0.0147759	434707	0.31111	1	2805		460728	0.00197992	424681	1.82043	1	2529		438862	2.30957	437831	1.37071	1	2442		423713	0.660508	423802	2.10652	1	2481		
order_n25.txt 3512		459679	0.123104	483735	0.947051	1	3311		475205	0.958881	470192	3.01505	1	3015		495218	1.0107	470536	2.79806	1	3020		455369	0.0271446	479908	0.581499	1	3338		511602	0.00246177	469488	2.66986	1	3136		493886	2.92894	480567	2.67543	1	2879		475127	0.956932	471370	2.94439	1	3003		
order_n26.txt 2912		412560	0.101958	432872	0.806409	0	2701		440109	0.655736	419168	2.06804	0	2622		432518	0.697146	420126	1.85456	0	2592		408212	0.0156864	431210	0.664503	0	2787		457355	0.00202882	419476	1.83232	0	2564		435065	2.06334	429731	1.76878	0	2540		440109	0.654846	419168	1.94489	0	2622		
order_n27.txt 3984		522831	0.22511	545262	0.634793	1	3734		550435	1.22736	552225	3.73151	1	2861		554196	1.30516	544759	2.79344	1	2837		519572	0.0275683	540167	0.379646	1	3674		611072	0.00279462	546034	2.84655	1	3140		557723	3.82284	554636	2.04042	1	2604		550435	1.23408	553724	3.51923	1	2847		
order_n28.txt 4064		555444	0.200681	567102	0.613507	1	3791		600497	1.29313	574633	3.85275	1	3373		586913	1.37355	569374	3.95589	1	3466		550638	0.0307635	560795	0.52031	1	3838		633556	0.00280537	572209	3.49442	1	3382		600973	4.42295	593510	1.5518	1	2566		600497	1.28137	574633	3.76598	1	3373		
order_n29.txt 4784		636981	0.260584	658601	1.04599	1	4549		685695	1.78828	659033	4.59204	1	3173		647980	1.89318	660568	4.05098	1	3463		634760	0.038666	658530	0.928786	1	4551		730643	0.00344572	652980	3.74418	1	3815		678828	7.63646	688976	2.66092	1	2573		685695	1.76932	659582	4.54745	1	3190		
order_n30.txt 3096		445037	0.114609	469203	1.41799	0	2903		480186	0.743021	460101	2.16614	0	2682		474111	0.785359	455261	1.8903	0	2568		442767	0.018442	471912	1.40517	0	2925		504671	0.00219438	460069	1.88531	0	2600		488475	2.89852	479163	0.897185	0	2125		480186	0.742156	459789	2.17089	0	2798		
order_n31.txt 4536		615591	0.228243	643541	2.38218	0	4378		647300	1.5939	627916	4.41859	0	3739		625186	1.71427	627824	4.15975	0	3507		614329	0.0360554	648370	3.02262	0	4354		684236	0.00316694	628856	4.54563	0	4020		653398	6.53366	652389	3.52911	0	3222		646684	1.58984	627542	4.49612	0	3670		
order_n32.txt 5688		754856	0.369888	797739	2.50669	1	5460		803961	2.51571	771103	7.16146	1	4859		796867	2.66151	776961	6.45496	1	5065		750558	0.0529537	797047	2.09435	1	5499		865890	0.00408143	773719	7.12806	1	5141		827923	8.37694	792837	6.41524	1	5053		803229	2.53957	770320	7.24671	1	5010		
order_n33.txt 4328		546582	0.246556	585179	1.06284	1	4146		575830	1.45475	576063	4.35035	1	3427		601818	1.53687	574587	4.22995	1	3339		539948	0.0328477	582906	1.2843	1	4093		646677	0.00308392	576863	4.21387	1	3592		582488	4.56461	587939	4.11357	1	3334		576586	1.44867	576385	4.31046	1	3481		
order_n34.txt 6232		812830	0.3763	836278	1.55263	1	5969		855367	3.05353	826012	10.0515	1	5243		861516	3.25107	829573	9.03904	1	5233		810533	0.0685706	832878	1.03588	1	6019		907207	0.00450798	824463	9.37864	1	5352		842458	10.5773	837770	7.19199	1	4874		855367	3.04206	824976	10.1817	1	5294		
order_n35.txt 6664		873080	0.447618	901331	3.21496	1	6417		912782	3.45814	900220	11.0243	1	5219		917358	3.66067	895020	9.2075	1	5054		867471	0.0781035	903080	1.84396	1	6396		990548	0.00470527	893756	10.4911	1	5555		905061	12.6313	917551	7.7134	1	4259		912782	3.43425	900220	10.1803	1	5219		
order_n36.txt 5928		821503	0.4079	860410	3.46961	1	5565		879625	2.71657	852478	7.83551	0	4983		889868	2.92988	848128	7.24266	1	4730		813745	0.0568804	860354	2.68283	1	5657		937891	0.00422128	846627	7.68625	0	4900		861211	9.12302	861055	4.43309	1	4953		878711	2.7453	848072	7.26669	0	4789		
order_n37.txt 6568		868482	0.241681	889950	2.94987	1	6224		882527	3.38731	872836	11.1213	1	5532		876109	3.56772	868819	11.2225	1	5735		866712	0.0772217	886747	1.29664	1	6359		921456	0.00471311	872502	10.3609	1	5830		906031	14.2641	910202	5.01818	1	3669		882527	3.33347	871905	10.2532	1	5590		
order_n38.txt 7920		1032361	0.628754	1074848	3.71595	1	7616		1065488	4.8656	1071672	16.2282	1	6213		1088277	5.2215	1050186	14.4089	1	6562		1029685	0.121917	1069675	2.24997	1	7587		1147711	0.00574762	1053098	14.7307	1	6774		1097588	17.0661	1081507	12.9037	1	6491		1065488	4.84822	1071672	14.8622	1	6213		
order_n39.txt 6736		864919	0.507628	892518	1.53716	1	6409		910453	3.52747	889571	10.7339	1	5136		921013	3.78879	901622	9.28602	1	4832		852865	0.0905575	878606	0.874767	1	6574		992591	0.00499708	901763	10.4818	1	5500		898646	11.4868	898696	6.90857	1	4954		910491	3.50769	896201	10.6143	1	5182		
order_n40.txt 7144		974526	0.432786	1015406	2.5736	1	6917		990700	3.96597	983164	12.7277	1	6112		1045516	4.19245	992095	12.8145	1	6287		971702	0.0927033	1017017	2.89686	1	6907		1099748	0.00506947	983330	12.406	1	6339		1058619	16.8627	1046003	8.91251	1	6971		989252	3.94563	983229	12.7104	1	6114		
